,total,LMICs,LMICs_perc,HICs,Unknown,Avg BC,Avg DC,Avg CC,Min BC,Min DC,Min CC,Max BC,Max DC,Max CC
683,15,3,0.2,12,0,1275416.8910938269,61.86666666666667,0.09810048065801368,0.0,0.0,0.0,11308589.717295723,427.0,0.2288794707972191
684,26,2,0.07692307692307693,24,0,144362.78131467022,13.807692307692308,0.10248416483219427,0.0,1.0,1.6388338058637473e-05,2445218.237768362,65.0,0.1745561491775904
685,13,2,0.15384615384615385,11,0,134.72796163727742,10.923076923076923,0.07604701547325898,0.0,1.0,3.2776676117274946e-05,1749.4635012846063,41.0,0.17420587623845557
686,29,8,0.27586206896551724,21,0,95926.95396325331,20.17241379310345,0.11818001681233908,0.0,0.0,0.0,2550774.9294914166,182.0,0.19875811515385958
687,16,5,0.3125,11,0,87562.05534944107,17.0,0.11660948011959349,0.0,0.0,0.0,1001976.2500322509,55.0,0.18815858032252186
688,17,4,0.23529411764705882,13,0,9831.44867993372,20.0,0.10812769582405529,0.0,1.0,1.6388338058637473e-05,166618.88471757577,111.0,0.1916102439599506
689,15,1,0.06666666666666667,14,0,15588.411916983654,29.2,0.09482613648414871,0.0,0.0,0.0,233825.1787547548,318.0,0.21839782144364367
690,36,7,0.19444444444444445,29,0,163531.25574758535,14.583333333333334,0.12016142861043945,0.0,0.0,0.0,2165713.989568091,50.0,0.19002500392152386
691,25,7,0.28,18,0,3978.302475773151,12.04,0.10864850683821996,0.0,0.0,0.0,60770.17236827345,37.0,0.18593708256889227
692,15,4,0.26666666666666666,11,0,37745.31191292431,22.266666666666666,0.0979330203893864,0.0,1.0,1.6388338058637473e-05,328281.9230874611,117.0,0.17034646637517434
693,23,6,0.2608695652173913,17,0,25543.32982474942,15.173913043478262,0.12392182913597388,0.0,0.0,0.0,282039.01583020634,42.0,0.18226379267245632
694,18,2,0.1111111111111111,16,0,65046.60722895961,15.555555555555555,0.1204703250106487,0.0,0.0,0.0,731904.0,59.0,0.18987468644299677
695,15,2,0.13333333333333333,13,0,106357.32887595138,20.8,0.12322586621985492,0.0,1.0,6.555335223454989e-05,1408609.2966649493,114.0,0.19522182395963264
696,12,1,0.08333333333333333,11,0,0.0,25.75,0.09874611289580942,0.0,1.0,1.6388338058637473e-05,0.0,203.0,0.21090653652769417
697,21,3,0.14285714285714285,18,0,100108.61613776992,15.952380952380953,0.11807731533104009,0.0,1.0,1.6388338058637473e-05,1280964.0,85.0,0.1961145981852977
698,17,5,0.29411764705882354,12,0,367450.877621396,14.117647058823529,0.08552326878805787,0.0,0.0,0.0,3360978.9066564497,43.0,0.18916934407890607
699,16,4,0.25,12,0,220451.24046351764,17.0,0.1492670172434954,0.0,1.0,1.6388338058637473e-05,2030220.8763131197,56.0,0.19510553179249643
700,30,9,0.3,21,0,178879.22417973273,29.733333333333334,0.14182526967586281,0.0,0.0,0.0,3167648.0718865264,112.0,0.1908122879759032
701,20,0,0.0,20,0,385354.43606236705,21.05,0.12028311326509558,0.0,0.0,0.0,3595731.0813867017,119.0,0.20377116469320627
702,26,4,0.15384615384615385,22,0,98025.18379847915,13.538461538461538,0.1078820447984352,0.0,1.0,1.6388338058637473e-05,943851.7718952692,39.0,0.19301118673161305
703,13,4,0.3076923076923077,9,0,89539.17561703737,15.692307692307692,0.12228389400868703,0.0,1.0,1.6388338058637473e-05,915020.0,30.0,0.18889920313659778
704,35,9,0.2571428571428571,26,0,324675.494332284,16.62857142857143,0.11178175393765327,0.0,0.0,0.0,6764892.594682042,117.0,0.18603723352369556
705,14,0,0.0,14,0,9246.527180913185,18.571428571428573,0.1000944612434372,0.0,1.0,1.6388338058637473e-05,78263.59649877153,111.0,0.1916102439599506
706,15,1,0.06666666666666667,14,0,9473.747464156117,10.866666666666667,0.08870168346069203,0.0,0.0,0.0,73178.46069009087,25.0,0.1711011936835167
707,16,3,0.1875,13,0,171468.10898140253,19.9375,0.09601013693804412,0.0,1.0,1.6388338058637473e-05,1446121.0816989422,55.0,0.18815858032252186
708,34,11,0.3235294117647059,23,0,25579.35632343202,26.5,0.12717027338420972,0.0,0.0,0.0,476000.4090185818,446.0,0.22404883256508673
709,11,4,0.36363636363636365,7,0,12286.404490682744,11.181818181818182,0.12279385989061611,0.0,2.0,3.2776676117274946e-05,134317.27562893077,30.0,0.1769856617650127
710,13,1,0.07692307692307693,12,0,16258.386027462635,12.615384615384615,0.08976867314188253,0.0,1.0,1.6388338058637473e-05,159493.74598245058,40.0,0.16429637498239055
711,14,1,0.07142857142857142,13,0,22891.023458061274,12.714285714285714,0.08411457162669045,0.0,2.0,3.2776676117274946e-05,140159.23010840573,41.0,0.1670375308549521
712,14,3,0.21428571428571427,11,0,13815.06396701113,15.285714285714286,0.1257254237694156,0.0,2.0,3.2776676117274946e-05,193394.22887148918,40.0,0.17310247284887056
713,21,4,0.19047619047619047,17,0,77976.77574762328,15.571428571428571,0.11031237204900361,0.0,0.0,0.0,970522.305369506,49.0,0.19211012729059201
714,20,5,0.25,15,0,265074.2649921727,30.05,0.12984729719423732,0.0,0.0,0.0,3058679.192589794,253.0,0.21586380718786405
715,18,4,0.2222222222222222,14,0,595289.3869872104,22.0,0.11941150242663115,0.0,2.0,4.916501417591242e-05,9549733.802201828,213.0,0.21971345381108798
716,23,2,0.08695652173913043,21,0,754542.0707520043,19.304347826086957,0.09930429672586077,0.0,1.0,1.6388338058637473e-05,12738870.830848113,142.0,0.209323832779695
717,13,1,0.07692307692307693,12,0,18811.443059617075,39.61538461538461,0.1275548709581606,0.0,1.0,1.6388338058637473e-05,131165.74527614075,407.0,0.22236506739904763
718,14,2,0.14285714285714285,12,0,57889.46972458258,41.0,0.11067260587855245,0.0,2.0,8.194169029318736e-05,736375.5707770672,399.0,0.22185839461406834
719,21,2,0.09523809523809523,19,0,81450.76034617524,13.380952380952381,0.1232920693962105,0.0,2.0,8.194169029318736e-05,1098046.190471045,48.0,0.17576207722966644
720,19,4,0.21052631578947367,15,0,373965.89478792594,19.894736842105264,0.11899079142912405,0.0,0.0,0.0,3232215.866411318,157.0,0.19845521054205068
721,21,6,0.2857142857142857,15,0,35113.62718932195,7.571428571428571,0.09967952871685061,0.0,1.0,1.6388338058637473e-05,732048.0,22.0,0.16288839563065508
722,64,20,0.3125,44,0,225875.91518058674,16.34375,0.09615945643935882,0.0,0.0,0.0,2739949.784938605,117.0,0.19295277401239405
723,31,6,0.1935483870967742,25,0,240554.81727069098,25.0,0.12127663045102802,0.0,0.0,0.0,2894965.5192850013,117.0,0.1901942005053636
724,28,8,0.2857142857142857,20,0,69531.18937695339,17.785714285714285,0.10076791217238426,0.0,0.0,0.0,877652.5440744464,114.0,0.19522182395963264
725,19,4,0.21052631578947367,15,0,37605.466188322425,19.63157894736842,0.10873536389758633,0.0,1.0,1.6388338058637473e-05,397828.192889098,96.0,0.1975453911441386
726,32,4,0.125,28,0,10980.830377252818,10.65625,0.11200596761353487,0.0,0.0,0.0,109773.15318912643,42.0,0.18911521053684222
727,13,3,0.23076923076923078,10,0,1443.3034763876256,26.307692307692307,0.12127417537494964,0.0,0.0,0.0,16806.018941390168,85.0,0.1855196286767001
728,24,3,0.125,21,0,248140.45560198187,19.25,0.13111873293553408,0.0,0.0,0.0,2116331.720245631,102.0,0.18736211359618096
729,22,6,0.2727272727272727,16,0,81087.85509176302,18.318181818181817,0.11532796133909563,0.0,2.0,6.555335223454989e-05,1403858.483373461,67.0,0.18442182463596113
730,27,6,0.2222222222222222,21,0,81464.92469393402,37.96296296296296,0.10485078099382726,0.0,0.0,0.0,945714.8984134758,387.0,0.2206603875920499
